年份,季度,企业,品牌,车型,排量,原城市,流向城市,车龄年,数量
2017,第三季度,上汽通用,别克,昂科威,2.0T,徐州市,济南市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,扬州市,莆田市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,东莞市,芜湖市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,莆田市,福州市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,北海市,南宁市,3-4年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,厦门市,厦门市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,常德市,临沂市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,吕梁市,太原市,2-3年,2
2017,第三季度,上汽通用,别克,昂科威,2.0T,眉山市,成都市,3-4年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,沧州市,徐州市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,保定市,昆明市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,无锡市,无锡市,2-3年,2
2017,第三季度,上汽通用,别克,昂科威,2.0T,锦州市,锦州市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,宝鸡市,宝鸡市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,怀化市,青岛市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,湘西土家族苗族自治州,湘西土家族苗族自治州,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,红河哈尼族彝族自治州,红河哈尼族彝族自治州,2-3年,2
2017,第三季度,上汽通用,别克,昂科威,1.5T,保定市,保定市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,上海市,盐城市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,株洲市,株洲市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,成都市,成都市,1-2年,3
2017,第三季度,上汽通用,别克,昂科威,2.0T,西宁市,西宁市,2-3年,3
2017,第三季度,上汽通用,别克,昂科威,2.0T,驻马店市,郑州市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,廊坊市,廊坊市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,安顺市,孝感市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,黔南布依族苗族自治州,黔南布依族苗族自治州,2-3年,2
2017,第三季度,上汽通用,别克,昂科威,2.0T,抚州市,抚州市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,沈阳市,承德市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,菏泽市,菏泽市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,连云港市,连云港市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,长沙市,杭州市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,通辽市,通辽市,2-3年,2
2017,第三季度,上汽通用,别克,昂科威,2.0T,温州市,温州市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,福州市,南平市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,宿州市,宿州市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,北京市,承德市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,抚州市,抚州市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,海口市,海口市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,贵阳市,贵阳市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,厦门市,厦门市,2-3年,3
2017,第三季度,上汽通用,别克,昂科威,1.5T,泉州市,泉州市,1-2年,2
2017,第三季度,上汽通用,别克,昂科威,2.0T,郑州市,安阳市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,珠海市,珠海市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,马鞍山市,赣州市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,河源市,河源市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,扬州市,扬州市,2-3年,2
2017,第三季度,上汽通用,别克,昂科威,1.5T,合肥市,合肥市,1-2年,3
2017,第三季度,上汽通用,别克,昂科威,1.5T,阜阳市,信阳市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,渭南市,西安市,3-4年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,玉溪市,玉溪市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,绵阳市,绵阳市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,郑州市,洛阳市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,达州市,达州市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,怀化市,怀化市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,哈尔滨市,哈尔滨市,2-3年,4
2017,第三季度,上汽通用,别克,昂科威,1.5T,杭州市,哈尔滨市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,运城市,运城市,2-3年,2
2017,第三季度,上汽通用,别克,昂科威,1.5T,大连市,大连市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,中山市,马鞍山市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,无锡市,无锡市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,衡阳市,衡阳市,2-3年,2
2017,第三季度,上汽通用,别克,昂科威,2.0T,达州市,潍坊市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,邢台市,石家庄市,2-3年,2
2017,第三季度,上汽通用,别克,昂科威,2.0T,承德市,承德市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,塔城地区,乌鲁木齐市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,克孜勒苏柯尔克孜自治州,克孜勒苏柯尔克孜自治州,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,泰州市,台州市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,泰州市,泰州市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,潍坊市,潍坊市,2-3年,2
2017,第三季度,上汽通用,别克,昂科威,1.5T,长沙市,温州市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,安阳市,安阳市,1-2年,2
2017,第三季度,上汽通用,别克,昂科威,1.5T,长沙市,长沙市,2-3年,6
2017,第三季度,上汽通用,别克,昂科威,1.5T,九江市,池州市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,衢州市,衢州市,2-3年,2
2017,第三季度,上汽通用,别克,昂科威,1.5T,上海市,杭州市,2-3年,4
2017,第三季度,上汽通用,别克,昂科威,1.5T,哈尔滨市,哈尔滨市,2-3年,6
2017,第三季度,上汽通用,别克,昂科威,1.5T,郑州市,平顶山市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,濮阳市,新乡市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,乌鲁木齐市,塔城地区,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,烟台市,烟台市,1-2年,2
2017,第三季度,上汽通用,别克,昂科威,1.5T,银川市,银川市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,乌兰察布市,乌兰察布市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,运城市,太原市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,宁德市,宁德市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,佳木斯市,佳木斯市,2-3年,2
2017,第三季度,上汽通用,别克,昂科威,1.5T,合肥市,临沂市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,上海市,杭州市,2-3年,6
2017,第三季度,上汽通用,别克,昂科威,2.0T,东莞市,泰安市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,毕节市,毕节市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,盐城市,盐城市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,保定市,保定市,1-2年,2
2017,第三季度,上汽通用,别克,昂科威,2.0T,南通市,南通市,2-3年,2
2017,第三季度,上汽通用,别克,昂科威,2.0T,天津市,天津市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,沈阳市,北京市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,盐城市,南京市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,晋城市,晋城市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,长春市,松原市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,上海市,上海市,2-3年,22
2017,第三季度,上汽通用,别克,昂科威,2.0T,贵阳市,贵阳市,3-4年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,黄山市,杭州市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,新乡市,新乡市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,潍坊市,潍坊市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,湛江市,湛江市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,安顺市,青岛市,3-4年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,六盘水市,昆明市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,宜宾市,宜宾市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,铁岭市,铁岭市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,哈尔滨市,泰州市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,泉州市,泉州市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,乐山市,乐山市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,遂宁市,遂宁市,2-3年,3
2017,第三季度,上汽通用,别克,昂科威,1.5T,常州市,常州市,2-3年,2
2017,第三季度,上汽通用,别克,昂科威,1.5T,中山市,中山市,2-3年,3
2017,第三季度,上汽通用,别克,昂科威,1.5T,南京市,济南市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,佛山市,佛山市,2-3年,2
2017,第三季度,上汽通用,别克,昂科威,1.5T,杭州市,上海市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,南阳市,马鞍山市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,深圳市,芜湖市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,东营市,东营市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,大连市,南通市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,重庆市,成都市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,鄂州市,武汉市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,上海市,合肥市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,重庆市,重庆市,2-3年,5
2017,第三季度,上汽通用,别克,昂科威,2.0T,安顺市,贵阳市,2-3年,4
2017,第三季度,上汽通用,别克,昂科威,1.5T,雅安市,雅安市,1-2年,2
2017,第三季度,上汽通用,别克,昂科威,1.5T,济宁市,济宁市,2-3年,4
2017,第三季度,上汽通用,别克,昂科威,1.5T,大庆市,大庆市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,通化市,通化市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,河源市,广州市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,肇庆市,珠海市,1-2年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,北京市,北京市,2-3年,15
2017,第三季度,上汽通用,别克,昂科威,1.5T,福州市,福州市,1-2年,2
2017,第三季度,上汽通用,别克,昂科威,2.0T,双鸭山市,佳木斯市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,黔南布依族苗族自治州,黔南布依族苗族自治州,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,鄂尔多斯市,包头市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,丹东市,丹东市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,玉林市,柳州市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,1.5T,九江市,九江市,2-3年,1
2017,第三季度,上汽通用,别克,昂科威,2.0T,深圳市,南充市,2-3年,1

