城市,首次发布时间,标准品牌,标准车系,站点,成份车商名,来源,天眼属性
青岛,2017-09-20,福特,嘉年华两厢,上海通用,青岛成达汽车销售集团有限公司,上汽通用别克,3
嘉兴,2017-09-20,福特,嘉年华三厢,人人车,人人车（嘉兴）,人人车网,2
唐山,2017-09-20,福特,嘉年华两厢,人人车,人人车（唐山）,人人车网,2
常州,2017-09-20,福特,嘉年华三厢,人人车,人人车（常州）,人人车网,2
扬州,2017-09-19,福特,嘉年华三厢,人人车,人人车（扬州）,人人车网,2
常州,2017-09-19,福特,嘉年华三厢,人人车,人人车（常州）,人人车网,2
广州,2017-09-19,福特,嘉年华两厢,淘车,人人车（广州）,人人车网,2
无锡,2017-09-19,福特,嘉年华两厢,淘车,人人车（无锡）,人人车网,2
西安,2017-09-19,福特,嘉年华两厢,淘车,人人车（西安）,人人车网,2
重庆,2017-09-19,福特,嘉年华三厢,瓜子,瓜子（重庆）,瓜子网,2
杭州,2017-09-19,福特,嘉年华两厢,人人车,人人车（杭州）,人人车网,2
杭州,2017-09-19,福特,嘉年华两厢,瓜子,瓜子（杭州）,瓜子网,2
青岛,2017-09-19,福特,嘉年华两厢,淘车,人人车（青岛）,人人车网,2
包头,2017-09-19,福特,嘉年华两厢,淘车,看车网（包头）,看车网,2
保定,2017-09-19,福特,嘉年华两厢,人人车,人人车（北京）,人人车网,2
南京,2017-09-19,福特,嘉年华三厢,淘车,看车网（南京）,看车网,2
广州,2017-09-19,福特,嘉年华两厢,淘车,人人车（广州）,人人车网,2
泰州,2017-09-19,福特,嘉年华三厢,淘车,江苏淘车乐泰州公司,网络媒体,2
长沙,2017-09-19,福特,嘉年华两厢,淘车,人人车（长沙）,人人车网,2
宜春,2017-09-19,福特,嘉年华两厢,二手车之家,宜春市诚悦二手车销售服务有限公司,网络媒体,3
广州,2017-09-19,福特,嘉年华三厢,人人车,人人车（广州）,人人车网,2
南宁,2017-09-19,福特,嘉年华两厢,人人车,人人车（南宁）,人人车网,2
南京,2017-09-19,福特,嘉年华两厢,二手车之家,看车网（南京）,看车网,2
呼和浩特,2017-09-19,福特,嘉年华两厢,瓜子,瓜子（呼和浩特）,瓜子网,2
重庆,2017-09-19,福特,嘉年华三厢,人人车,人人车（重庆）,人人车网,2
西安,2017-09-19,福特,嘉年华两厢,淘车,人人车（西安）,人人车网,2
武汉,2017-09-19,福特,嘉年华两厢,瓜子,瓜子（武汉）,瓜子网,2
上海,2017-09-19,福特,嘉年华两厢,瓜子,瓜子（上海）,瓜子网,2
江门,2017-09-19,福特,嘉年华两厢,瓜子,瓜子（江门）,瓜子网,2
济南,2017-09-19,福特,嘉年华三厢,淘车,山东银座天尊汽车有限公司,一汽奥迪,3
唐山,2017-09-19,福特,嘉年华两厢,瓜子,瓜子（唐山）,瓜子网,2
汕头,2017-09-19,福特,嘉年华三厢,瓜子,瓜子（汕头）,瓜子网,2
杭州,2017-09-19,福特,嘉年华两厢,优信,杭州东裕盛旧机动车置换有限公司,优信网,2
合肥,2017-09-19,福特,嘉年华两厢,二手车之家,看车网（合肥）,看车网,2
淄博,2017-09-19,福特,嘉年华两厢,瓜子,瓜子（淄博）,瓜子网,2
海口,2017-09-19,福特,嘉年华两厢,二手车之家,海南市福德汽车销售服务有限公司,长安福特,3
宜昌,2017-09-19,福特,嘉年华三厢,淘车,看车网（宜昌）,看车网,2
太原,2017-09-19,福特,嘉年华两厢,淘车,看车网（太原）,看车网,2
秦皇岛,2017-09-19,福特,嘉年华两厢,瓜子,瓜子（秦皇岛）,瓜子网,2
湘潭,2017-09-19,福特,嘉年华两厢,人人车,人人车（湘潭）,人人车网,2
巴中,2017-09-19,福特,嘉年华两厢,人人车,人人车（成都）,人人车网,2
太原,2017-09-19,福特,嘉年华三厢,人人车,人人车（太原）,人人车网,2
长沙,2017-09-18,福特,嘉年华三厢,长安福特,湖南华隆（长安福特）,长安福特,3
长沙,2017-09-18,福特,嘉年华两厢,长安福特,湖南华隆（长安福特）,长安福特,3
南京,2017-09-18,福特,嘉年华两厢,淘车,人人车（南京）,人人车网,2
北京,2017-09-18,福特,嘉年华两厢,淘车,人人车（北京）,人人车网,2
贵阳,2017-09-18,福特,嘉年华两厢,淘车,人人车（贵阳）,人人车网,2
武汉,2017-09-18,福特,嘉年华两厢,淘车,人人车（武汉）,人人车网,2
南京,2017-09-18,福特,嘉年华两厢,淘车,人人车（南京）,人人车网,2
南京,2017-09-18,福特,嘉年华两厢,淘车,人人车（南京）,人人车网,2
韶关,2017-09-18,福特,嘉年华两厢,二手车之家,韶关市丰光二手车交易有限公司,网络媒体,3
苏州,2017-09-18,福特,嘉年华两厢,淘车,人人车（苏州）,人人车网,2
合肥,2017-09-18,福特,嘉年华三厢,淘车,人人车（合肥）,人人车网,2
济南,2017-09-18,福特,嘉年华三厢,瓜子,瓜子（济南）,瓜子网,2
中山,2017-09-18,福特,嘉年华两厢,瓜子,瓜子（中山）,瓜子网,2
青岛,2017-09-18,福特,嘉年华两厢,人人车,人人车（青岛）,人人车网,2
郑州,2017-09-18,福特,嘉年华两厢,淘车,人人车（郑州）,人人车网,2
上海,2017-09-18,福特,嘉年华两厢,瓜子,瓜子（上海）,瓜子网,2
武汉,2017-09-18,福特,嘉年华两厢,瓜子,瓜子（武汉）,瓜子网,2
珠海,2017-09-18,福特,嘉年华三厢,瓜子,瓜子（珠海）,瓜子网,2
重庆,2017-09-18,福特,嘉年华两厢,瓜子,瓜子（重庆）,瓜子网,2
绵阳,2017-09-18,福特,嘉年华两厢,二手车之家,看车网（绵阳）,看车网,2
哈尔滨,2017-09-18,福特,嘉年华两厢,二手车之家,哈尔滨单双号二手车经营有限公司,网络媒体,3
成都,2017-09-18,福特,嘉年华两厢,淘车,人人车（成都）,人人车网,2
南京,2017-09-18,福特,嘉年华三厢,淘车,人人车（南京）,人人车网,2
武汉,2017-09-18,福特,嘉年华两厢,淘车,人人车（武汉）,人人车网,2
长沙,2017-09-18,福特,嘉年华两厢,长安福特,湖南华隆（长安福特）,长安福特,3
邯郸,2017-09-18,福特,嘉年华两厢,瓜子,瓜子（邯郸）,瓜子网,2
成都,2017-09-18,福特,嘉年华两厢,淘车,人人车（成都）,人人车网,2
厦门,2017-09-18,福特,嘉年华两厢,淘车,米车网,网络媒体,2
重庆,2017-09-18,福特,嘉年华三厢,瓜子,瓜子（重庆）,瓜子网,2
太原,2017-09-18,福特,嘉年华三厢,瓜子,瓜子（太原）,瓜子网,2
合肥,2017-09-18,福特,嘉年华三厢,二手车之家,安徽物华汽车服务有限公司,上汽大众,3
东营,2017-09-18,福特,嘉年华三厢,瓜子,瓜子（东营）,瓜子网,2
成都,2017-09-18,福特,嘉年华两厢,大搜车,成都车先生汽车服务有限公司,网络媒体,2
兰州,2017-09-18,福特,嘉年华三厢,淘车,看车网（兰州）,看车网,2
金华,2017-09-18,福特,嘉年华两厢,瓜子,瓜子（金华）,瓜子网,2
常州,2017-09-18,福特,嘉年华两厢,淘车,看车网（常州）,看车网,2
三门峡,2017-09-18,福特,嘉年华两厢,二手车之家,三门峡强力金阳光汽车服务有限公司,网络媒体,3
石家庄,2017-09-18,福特,嘉年华两厢,瓜子,瓜子（石家庄）,瓜子网,2
厦门,2017-09-18,福特,嘉年华两厢,淘车,米车网,网络媒体,2
上海,2017-09-18,福特,嘉年华两厢,淘车,人人车（上海）,人人车网,2
长春,2017-09-17,福特,嘉年华两厢,淘车,人人车（长春）,人人车网,2
南通,2017-09-17,福特,嘉年华三厢,淘车,人人车（南通）,人人车网,2
天津,2017-09-17,福特,嘉年华两厢,瓜子,瓜子（天津）,瓜子网,2
潍坊,2017-09-17,福特,嘉年华两厢,淘车,潍坊一路行经纪公司,网络媒体,3
成都,2017-09-17,福特,嘉年华两厢,淘车,人人车（成都）,人人车网,2
合肥,2017-09-17,福特,嘉年华三厢,瓜子,瓜子（合肥）,瓜子网,2
昆明,2017-09-17,福特,嘉年华两厢,瓜子,瓜子（昆明）,瓜子网,2
长沙,2017-09-17,福特,嘉年华两厢,淘车,人人车（长沙）,人人车网,2
西安,2017-09-17,福特,嘉年华两厢,淘车,人人车（西安）,人人车网,2
杭州,2017-09-17,福特,嘉年华三厢,二手车之家,杭州骏达旧机动车经纪有限公司,网络媒体,3
泰州,2017-09-17,福特,嘉年华两厢,瓜子,瓜子（泰州）,瓜子网,2
桂林,2017-09-17,福特,嘉年华两厢,瓜子,瓜子（桂林）,瓜子网,2
成都,2017-09-17,福特,嘉年华三厢,瓜子,瓜子（成都）,瓜子网,2
银川,2017-09-17,福特,嘉年华两厢,瓜子,瓜子（银川）,瓜子网,2
乌鲁木齐,2017-09-17,福特,嘉年华三厢,淘车,人人车（乌鲁木齐）,人人车网,2
苏州,2017-09-17,福特,嘉年华两厢,淘车,人人车（苏州）,人人车网,2
西安,2017-09-17,福特,嘉年华两厢,瓜子,瓜子（西安）,瓜子网,2
东莞,2017-09-17,福特,嘉年华三厢,大搜车,东莞市信赖二手车销售服务有限公司,网络媒体,3
台州,2017-09-17,福特,嘉年华两厢,二手车之家,台州市路桥欧佳二手车经纪有限公司,网络媒体,3
成都,2017-09-17,福特,嘉年华两厢,大搜车,成都车先生汽车服务有限公司,网络媒体,2
苏州,2017-09-17,福特,嘉年华两厢,人人车,人人车（上海）,人人车网,2
东莞,2017-09-17,福特,嘉年华两厢,二手车之家,东莞市信赖二手车销售服务有限公司,网络媒体,3
扬州,2017-09-16,福特,嘉年华三厢,人人车,人人车（上海）,人人车网,2
郑州,2017-09-16,福特,嘉年华两厢,二手车之家,河南东龙汽车贸易有限公司,东风雪铁龙,3
北京,2017-09-16,福特,嘉年华两厢,瓜子,瓜子（北京）,瓜子网,2
南京,2017-09-16,福特,嘉年华三厢,人人车,人人车（南京）,人人车网,2
唐山,2017-09-16,福特,嘉年华三厢,瓜子,瓜子（唐山）,瓜子网,2
上海,2017-09-16,福特,嘉年华两厢,淘车,人人车（上海）,人人车网,2
合肥,2017-09-16,福特,嘉年华三厢,瓜子,瓜子（合肥）,瓜子网,2
常州,2017-09-16,福特,嘉年华两厢,二手车之家,常州市千里马旧机动车有限公司,网络媒体,3
苏州,2017-09-16,福特,嘉年华两厢,瓜子,瓜子（苏州）,瓜子网,2
成都,2017-09-16,福特,嘉年华两厢,二手车之家,成都联宏二手车,网络媒体,3
武汉,2017-09-16,福特,嘉年华三厢,瓜子,瓜子（武汉）,瓜子网,2
上海,2017-09-16,福特,嘉年华三厢,淘车,人人车（上海）,人人车网,2
佛山,2017-09-16,福特,嘉年华三厢,二手车之家,看车网（佛山）,看车网,2
沈阳,2017-09-16,福特,嘉年华三厢,淘车,人人车（沈阳）,人人车网,2
南阳,2017-09-16,福特,嘉年华两厢,瓜子,瓜子（南阳）,瓜子网,2
镇江,2017-09-16,福特,嘉年华三厢,瓜子,瓜子（镇江）,瓜子网,2
惠州,2017-09-16,福特,嘉年华两厢,人人车,人人车（广州）,人人车网,2
重庆,2017-09-16,福特,嘉年华两厢,淘车,人人车（重庆）,人人车网,2
石家庄,2017-09-15,福特,嘉年华三厢,淘车,人人车（石家庄）,人人车网,2
广州,2017-09-15,福特,嘉年华两厢,淘车,人人车（广州）,人人车网,2
成都,2017-09-15,福特,嘉年华两厢,二手车之家,看车网（成都）,看车网,2
桂林,2017-09-15,福特,嘉年华两厢,二手车之家,看车网（桂林）,看车网,2
中山,2017-09-15,福特,嘉年华两厢,瓜子,瓜子（中山）,瓜子网,2
上海,2017-09-15,福特,嘉年华两厢,淘车,人人车（上海）,人人车网,2
重庆,2017-09-15,福特,嘉年华两厢,淘车,人人车（重庆）,人人车网,2
吉安,2017-09-15,福特,嘉年华三厢,瓜子,瓜子（吉安）,瓜子网,2
合肥,2017-09-15,福特,嘉年华两厢,二手车之家,安徽物华汽车服务有限公司,上汽大众,3
西安,2017-09-15,福特,嘉年华三厢,淘车,人人车（西安）,人人车网,2
常州,2017-09-15,福特,嘉年华两厢,淘车,常州市千里马旧机动车有限公司,网络媒体,3
常州,2017-09-15,福特,嘉年华三厢,华夏二手车,常州市千里马旧机动车有限公司,网络媒体,3
重庆,2017-09-15,福特,嘉年华两厢,淘车,人人车（重庆）,人人车网,2
三明,2017-09-15,福特,嘉年华三厢,二手车之家,三明市三元区顺隆二手车经纪行,网络媒体,3
重庆,2017-09-15,福特,嘉年华两厢,瓜子,瓜子（重庆）,瓜子网,2
郑州,2017-09-15,福特,嘉年华两厢,人人车,人人车（郑州）,人人车网,2
中山,2017-09-15,福特,嘉年华两厢,二手车之家,看车网（中山）,看车网,2
南昌,2017-09-15,福特,嘉年华两厢,瓜子,瓜子（南昌）,瓜子网,2
北京,2017-09-15,福特,嘉年华两厢,二手车之家,看车网（北京）,看车网,2
重庆,2017-09-15,福特,嘉年华三厢,淘车,人人车（重庆）,人人车网,2
重庆,2017-09-15,福特,嘉年华三厢,瓜子,瓜子（重庆）,瓜子网,2
贵阳,2017-09-15,福特,嘉年华两厢,二手车之家,看车网（贵阳）,看车网,2
郑州,2017-09-15,福特,嘉年华三厢,上海通用,河南众通商务有限公司,上汽通用别克,3
无锡,2017-09-15,福特,嘉年华两厢,二手车之家,无锡过得硬精品车行,网络媒体,3
苏州,2017-09-15,福特,嘉年华两厢,瓜子,瓜子（苏州）,瓜子网,2
合肥,2017-09-15,福特,嘉年华两厢,瓜子,瓜子（合肥）,瓜子网,2
厦门,2017-09-15,福特,嘉年华三厢,瓜子,瓜子（厦门）,瓜子网,2
东莞,2017-09-15,福特,嘉年华三厢,人人车,人人车（东莞）,人人车网,2
厦门,2017-09-15,福特,嘉年华两厢,人人车,人人车（厦门）,人人车网,2
东莞,2017-09-15,福特,嘉年华两厢,二手车之家,看车网（东莞）,看车网,2
呼和浩特,2017-09-14,福特,嘉年华两厢,人人车,人人车（呼和浩特）,人人车网,2
天津,2017-09-14,福特,嘉年华两厢,淘车,人人车（天津）,人人车网,2
邯郸,2017-09-14,福特,嘉年华三厢,瓜子,瓜子（邯郸）,瓜子网,2
上海,2017-09-14,福特,嘉年华三厢,人人车,人人车（广州）,人人车网,2
镇江,2017-09-14,福特,嘉年华两厢,淘车,江苏淘车乐镇江公司,网络媒体,2
贵阳,2017-09-14,福特,嘉年华两厢,淘车,人人车（贵阳）,人人车网,2
苏州,2017-09-14,福特,嘉年华三厢,淘车,看车网（苏州）,看车网,2
长沙,2017-09-14,福特,嘉年华两厢,淘车,人人车（长沙）,人人车网,2
广州,2017-09-14,福特,嘉年华三厢,淘车,人人车（广州）,人人车网,2
惠州,2017-09-14,福特,嘉年华三厢,淘车,人人车（惠州）,人人车网,2
沈阳,2017-09-14,福特,嘉年华两厢,人人车,人人车（沈阳）,人人车网,2
南宁,2017-09-14,福特,嘉年华两厢,淘车,人人车（南宁）,人人车网,2
西安,2017-09-14,福特,嘉年华两厢,淘车,人人车（西安）,人人车网,2
厦门,2017-09-14,福特,嘉年华两厢,人人车,人人车（厦门）,人人车网,2
亳州,2017-09-14,福特,嘉年华三厢,二手车之家,亳州市亳星汽车服务有限公司,网络媒体,3
贵阳,2017-09-14,福特,嘉年华三厢,淘车,人人车（贵阳）,人人车网,2
大连,2017-09-14,福特,嘉年华两厢,淘车,人人车（大连）,人人车网,2
呼和浩特,2017-09-14,福特,嘉年华两厢,二手车之家,内蒙古恒茂上海大众,上汽大众,3
西安,2017-09-14,福特,嘉年华两厢,淘车,人人车（西安）,人人车网,2
重庆,2017-09-14,福特,嘉年华两厢,人人车,人人车（重庆）,人人车网,2
漳州,2017-09-14,福特,嘉年华两厢,瓜子,瓜子（漳州）,瓜子网,2
南宁,2017-09-14,福特,嘉年华两厢,淘车,人人车（南宁）,人人车网,2
郑州,2017-09-14,福特,嘉年华两厢,二手车之家,看车网（郑州）,看车网,2
长沙,2017-09-14,福特,嘉年华两厢,淘车,人人车（长沙）,人人车网,2
长沙,2017-09-14,福特,嘉年华两厢,淘车,人人车（长沙）,人人车网,2
成都,2017-09-14,福特,嘉年华两厢,人人车,人人车（成都）,人人车网,2
南宁,2017-09-14,福特,嘉年华两厢,瓜子,瓜子（南宁）,瓜子网,2
西安,2017-09-14,福特,嘉年华两厢,二手车之家,西安沣东奥诚汽车销售服务有限公司,一汽奥迪,3
成都,2017-09-14,福特,嘉年华两厢,大搜车,成都车先生汽车服务有限公司,网络媒体,2
盐城,2017-09-14,福特,嘉年华三厢,瓜子,瓜子（盐城）,瓜子网,2
宜宾,2017-09-14,福特,嘉年华两厢,二手车之家,宜宾路安二手车销售有限公司,网络媒体,3
玉林,2017-09-14,福特,嘉年华三厢,淘车,看车网（玉林）,看车网,2
青岛,2017-09-13,福特,嘉年华三厢,淘车,人人车（青岛）,人人车网,2
南通,2017-09-13,福特,嘉年华两厢,人人车,人人车（南通）,人人车网,2
成都,2017-09-13,福特,嘉年华两厢,大搜车,四川好车易到汽车销售服务有限公司,网络媒体,3
厦门,2017-09-13,福特,嘉年华两厢,瓜子,瓜子（厦门）,瓜子网,2
徐州,2017-09-13,福特,嘉年华三厢,人人车,人人车（上海）,人人车网,2
长沙,2017-09-13,福特,嘉年华两厢,二手车之家,看车网（长沙）,看车网,2
大连,2017-09-13,福特,嘉年华三厢,淘车,人人车（大连）,人人车网,2
成都,2017-09-13,福特,嘉年华两厢,二手车之家,成都百得利汽车贸易有限公司,一汽奥迪,3
包头,2017-09-13,福特,嘉年华两厢,淘车,看车网（包头）,看车网,2
常德,2017-09-13,福特,嘉年华两厢,淘车,看车网（常德）,看车网,2
蚌埠,2017-09-13,福特,嘉年华两厢,二手车之家,蚌埠市宏翔汽贸有限公司,网络媒体,3
成都,2017-09-13,福特,嘉年华两厢,淘车,人人车（成都）,人人车网,2
上海,2017-09-13,福特,嘉年华三厢,淘车,人人车（上海）,人人车网,2
重庆,2017-09-13,福特,嘉年华两厢,淘车,人人车（重庆）,人人车网,2
嘉兴,2017-09-13,福特,嘉年华两厢,瓜子,瓜子（嘉兴）,瓜子网,2
常州,2017-09-13,福特,嘉年华三厢,瓜子,瓜子（常州）,瓜子网,2
重庆,2017-09-13,福特,嘉年华三厢,淘车,重庆市通益旧车销售服务有限公司,网络媒体,3
