城市,首次发布时间,标准品牌,标准车系,站点,成份车商名,来源,天眼属性
沈阳,2017/6/30 8:39,别克,凯越,搜狐,,,
长沙,2017/6/30 8:38,别克,凯越,人人车,人人车（长沙）,人人车网,2
郑州,2017/6/30 8:36,别克,凯越,淘车,人人车（郑州）,人人车网,2
营口,2017/6/30 8:35,别克,凯越旅行车,百姓,,,
福州,2017/6/30 8:32,别克,凯越,淘车,,,
深圳,2017/6/30 8:30,别克,凯越,二手车之家,,,
宁波,2017/6/30 8:29,别克,凯越,淘车,,,
合肥,2017/6/30 8:29,别克,凯越,搜狐,,,
宁波,2017/6/30 8:24,别克,凯越,淘车,,,
沈阳,2017/6/30 8:19,别克,凯越,人人车,人人车（沈阳）,人人车网,2
济宁,2017/6/30 8:19,别克,凯越,百姓,,,
苏州,2017/6/30 8:15,别克,凯越,人人车,人人车（苏州）,人人车网,2
宁波,2017/6/30 8:15,别克,凯越,二手车之家,,,
广州,2017/6/30 8:14,别克,凯越,搜狐,,,
西安,2017/6/30 8:10,别克,凯越,搜狐,,,
上海,2017/6/30 8:10,别克,凯越,搜狐,,,
成都,2017/6/30 8:09,别克,凯越,人人车,人人车（成都）,人人车网,2
广州,2017/6/30 8:07,别克,凯越,搜狐,,,
南通,2017/6/30 8:06,别克,凯越,人人车,人人车（南通）,人人车网,2
宁波,2017/6/30 8:05,别克,凯越,淘车,,,
武汉,2017/6/30 8:01,别克,凯越,人人车,人人车（武汉）,人人车网,2
宁波,2017/6/30 8:00,别克,凯越,淘车,,,
苏州,2017/6/30 7:52,别克,凯越,搜狐,,,
南通,2017/6/30 7:45,别克,凯越,淘车,看车网（南通）,看车网,2
成都,2017/6/30 7:43,别克,凯越,搜狐,,,
南通,2017/6/30 7:37,别克,凯越,人人车,人人车（南通）,人人车网,2
成都,2017/6/30 7:37,别克,凯越,人人车,人人车（成都）,人人车网,2
哈尔滨,2017/6/30 7:36,别克,凯越,搜狐,,,
济南,2017/6/30 7:30,别克,凯越,人人车,人人车（济南）,人人车网,2
泰州,2017/6/30 7:23,别克,凯越,二手车之家,,,
汕头,2017/6/30 7:17,别克,凯越,淘车,看车网（汕头）,看车网,2
南通,2017/6/30 7:14,别克,凯越,淘车,,,
郑州,2017/6/30 7:12,别克,凯越,淘车,看车网（郑州）,看车网,2
南通,2017/6/30 7:12,别克,凯越,华夏二手车,,,
沈阳,2017/6/30 7:07,别克,凯越,二手车之家,,,
宁波,2017/6/30 7:06,别克,凯越,淘车,,,
宁波,2017/6/30 7:04,别克,凯越,淘车,,,
宁波,2017/6/30 7:04,别克,凯越,淘车,,,
成都,2017/6/30 6:58,别克,凯越,大搜车,,,
上海,2017/6/30 6:47,别克,凯越,二手车之家,,,
枣庄,2017/6/30 6:46,别克,凯越,大搜车,,,
武汉,2017/6/30 6:44,别克,凯越,二手车之家,,,
宁波,2017/6/30 6:41,别克,凯越,淘车,,,
宁波,2017/6/30 6:33,别克,凯越,淘车,,,
南通,2017/6/30 6:32,别克,凯越,淘车,,,
西安,2017/6/30 6:11,别克,凯越,淘车,,,
宁波,2017/6/30 5:52,别克,凯越,淘车,,,
福州,2017/6/30 5:51,别克,凯越,二手车之家,,,
济南,2017/6/30 5:51,别克,凯越HRV,二手车之家,看车网（济南）,看车网,2
杭州,2017/6/30 5:47,别克,凯越,上海通用,浙江申通汽车有限公司,上汽通用别克,3
绵阳,2017/6/30 5:42,别克,凯越,二手车之家,,,
太原,2017/6/30 5:38,别克,凯越,淘车,,,
宁波,2017/6/30 5:36,别克,凯越,淘车,,,
杭州,2017/6/30 5:36,别克,凯越,优信,,,
杭州,2017/6/30 5:34,别克,凯越,二手车之家,,,
宁波,2017/6/30 5:34,别克,凯越,淘车,,,
成都,2017/6/30 5:31,别克,凯越,淘车,,,
南京,2017/6/30 5:30,别克,凯越,二手车之家,,,
宁波,2017/6/30 5:27,别克,凯越,淘车,,,
宁波,2017/6/30 5:23,别克,凯越,淘车,,,
西安,2017/6/30 5:12,别克,凯越,淘车,,,
宁波,2017/6/30 5:12,别克,凯越,淘车,,,
福州,2017/6/30 5:11,别克,凯越,淘车,,,
四平,2017/6/30 5:10,别克,凯越,淘车,,,
九江,2017/6/30 5:09,别克,凯越,273,,,
厦门,2017/6/30 5:06,别克,凯越,百姓,,,
成都,2017/6/30 5:06,别克,凯越,淘车,,,
成都,2017/6/30 5:03,别克,凯越,淘车,,,
西安,2017/6/30 5:01,别克,凯越,淘车,,,
马鞍山,2017/6/30 4:57,别克,凯越,大搜车,,,
曲靖,2017/6/30 4:57,别克,凯越,淘车,,,
大庆,2017/6/30 4:56,别克,凯越旅行车,二手车之家,,,
沈阳,2017/6/30 4:56,别克,凯越,淘车,,,
南通,2017/6/30 4:54,别克,凯越,淘车,看车网（南通）,看车网,2
南宁,2017/6/30 4:40,别克,凯越,淘车,看车网（南宁）,看车网,2
西安,2017/6/30 4:40,别克,凯越,淘车,,,
淮安,2017/6/30 4:37,别克,凯越,淘车,淮安百达二手车,网络媒体,3
太原,2017/6/30 4:37,别克,凯越,淘车,,,
安庆,2017/6/30 4:36,别克,凯越,淘车,,,
福州,2017/6/30 4:35,别克,凯越,淘车,,,
南阳,2017/6/30 4:34,别克,凯越,273,,,
宁波,2017/6/30 4:33,别克,凯越,淘车,,,
菏泽,2017/6/30 4:30,别克,凯越,二手车之家,,,
福州,2017/6/30 4:30,别克,凯越,淘车,,,
福州,2017/6/30 4:23,别克,凯越,淘车,,,
福州,2017/6/30 4:23,别克,凯越,273,,,
苏州,2017/6/30 4:18,别克,凯越,淘车,,,
佛山,2017/6/30 4:18,别克,凯越,淘车,,,
武汉,2017/6/30 4:14,别克,凯越,二手车之家,,,
南京,2017/6/30 4:09,别克,凯越,二手车之家,,,
南阳,2017/6/30 4:09,别克,凯越,二手车之家,,,
佛山,2017/6/30 4:07,别克,凯越,广汽丰田,广汽丰田佛山金利丰南庄店,广汽丰田,3
重庆,2017/6/30 4:07,别克,凯越,淘车,,,
福州,2017/6/30 4:06,别克,凯越,273,,,
苏州,2017/6/30 3:59,别克,凯越,淘车,看车网（苏州）,看车网,2
西安,2017/6/30 3:57,别克,凯越,淘车,,,
温州,2017/6/30 3:51,别克,凯越,淘车,,,
襄阳,2017/6/30 3:51,别克,凯越,淘车,看车网（襄阳）,看车网,2
无锡,2017/6/30 3:48,别克,凯越HRV,273,,,
泉州,2017/6/30 3:42,别克,凯越,273,,,
金华,2017/6/30 3:41,别克,凯越,二手车之家,,,
东莞,2017/6/30 3:40,别克,凯越,淘车,,,
济南,2017/6/30 3:39,别克,凯越HRV,淘车,,,
宜春,2017/6/30 3:31,别克,凯越,二手车之家,,,
贵阳,2017/6/30 3:29,别克,凯越,二手车之家,,,
宁波,2017/6/30 3:27,别克,凯越,淘车,,,
宁波,2017/6/30 3:26,别克,凯越,淘车,,,
乌鲁木齐,2017/6/30 3:14,别克,凯越,淘车,,,
武汉,2017/6/30 3:13,别克,凯越,淘车,,,
大连,2017/6/30 3:13,别克,凯越,二手车之家,,,
乌鲁木齐,2017/6/30 3:10,别克,凯越,二手车之家,,,
宁波,2017/6/30 3:09,别克,凯越,淘车,,,
南平,2017/6/30 3:07,别克,凯越,二手车之家,,,
潍坊,2017/6/30 3:06,别克,凯越,二手车之家,,,
西安,2017/6/30 3:06,别克,凯越,二手车之家,,,
台州,2017/6/30 3:06,别克,凯越,二手车之家,,,
福州,2017/6/30 3:03,别克,凯越,淘车,,,
济宁,2017/6/30 2:56,别克,凯越,二手车之家,,,
苏州,2017/6/30 2:45,别克,凯越,二手车之家,昆山国亚达汽车服务有限公司,一汽奥迪,3
宜春,2017/6/30 2:37,别克,凯越,二手车之家,,,
东莞,2017/6/30 2:37,别克,凯越,二手车之家,,,
宁波,2017/6/30 2:37,别克,凯越,淘车,,,
太原,2017/6/30 2:34,别克,凯越,淘车,,,
温州,2017/6/30 2:32,别克,凯越,淘车,,,
南宁,2017/6/30 2:32,别克,凯越,百姓,,,
杭州,2017/6/30 2:29,别克,凯越,二手车之家,,,
兰州,2017/6/30 2:27,别克,凯越,淘车,,,
宁波,2017/6/30 2:26,别克,凯越,淘车,,,
大连,2017/6/30 2:19,别克,凯越,二手车之家,,,
武汉,2017/6/30 2:07,别克,凯越,二手车之家,,,
温州,2017/6/30 2:07,别克,凯越,淘车,,,
青岛,2017/6/30 2:05,别克,凯越,二手车之家,,,
济南,2017/6/30 2:05,别克,凯越,二手车之家,,,
常德,2017/6/30 2:05,别克,凯越,二手车之家,,,
温州,2017/6/30 2:00,别克,凯越,淘车,,,
温州,2017/6/30 1:59,别克,凯越,淘车,,,
曲靖,2017/6/30 1:58,别克,凯越,二手车之家,,,
金华,2017/6/30 1:54,别克,凯越,二手车之家,,,
汕尾,2017/6/30 1:40,别克,凯越,百姓,,,
温州,2017/6/30 1:37,别克,凯越,淘车,,,
常州,2017/6/30 1:32,别克,凯越,二手车之家,,,
镇江,2017/6/30 1:12,别克,凯越,淘车,江苏淘车乐镇江公司,网络媒体,2
济南,2017/6/30 1:04,别克,凯越,百姓,,,
嘉兴,2017/6/30 0:58,别克,凯越,二手车之家,,,
贵阳,2017/6/30 0:57,别克,凯越,淘车,,,
宜春,2017/6/30 0:57,别克,凯越,二手车之家,,,
温州,2017/6/30 0:56,别克,凯越,淘车,,,
沈阳,2017/6/30 0:55,别克,凯越,淘车,,,
太原,2017/6/30 0:53,别克,凯越HRV,百姓,,,
北京,2017/6/30 0:50,别克,凯越,二手车之家,,,
南京,2017/6/30 0:47,别克,凯越,淘车,看车网（南京）,看车网,2
郑州,2017/6/30 0:46,别克,凯越,二手车之家,,,
长沙,2017/6/30 0:39,别克,凯越,淘车,,,
莆田,2017/6/30 0:36,别克,凯越,淘车,,,
枣庄,2017/6/30 0:26,别克,凯越,淘车,,,
莆田,2017/6/30 0:26,别克,凯越,淘车,,,
东莞,2017/6/30 0:11,别克,凯越,二手车之家,,,
上海,2017/6/30 0:10,别克,凯越,淘车,看车网（上海）,看车网,2
重庆,2017/6/30 0:09,别克,凯越,淘车,,,
南通,2017/6/30 0:09,别克,凯越,看车网,,,
济宁,2017/6/30 0:05,别克,凯越,百姓,,,
深圳,2017/6/30 0:01,别克,凯越,百姓,,,
徐州,2017/6/30 0:00,别克,凯越,淘车,,,
兰州,2017/6/29 23:57,别克,凯越,二手车之家,,,
温州,2017/6/29 23:55,别克,凯越,二手车之家,,,
苏州,2017/6/29 23:54,别克,凯越,华夏二手车,,,
长沙,2017/6/29 23:50,别克,凯越,淘车,,,
郑州,2017/6/29 23:40,别克,凯越,二手车之家,,,
盘锦,2017/6/29 23:37,别克,凯越,百姓,,,
榆林,2017/6/29 23:35,别克,凯越,二手车之家,,,
武汉,2017/6/29 23:29,别克,凯越,二手车之家,,,
东莞,2017/6/29 22:59,别克,凯越,二手车之家,,,
大连,2017/6/29 22:59,别克,凯越,二手车之家,,,
石家庄,2017/6/29 22:58,别克,凯越,二手车之家,,,
广州,2017/6/29 22:54,别克,凯越,二手车之家,,,
济宁,2017/6/29 22:50,别克,凯越HRV,百姓,,,
泉州,2017/6/29 22:46,别克,凯越,二手车之家,泉州鲤城佰德汽车贸易有限公司,网络媒体,3
桂林,2017/6/29 22:45,别克,凯越,二手车之家,,,
武汉,2017/6/29 22:41,别克,凯越HRV,二手车之家,,,
大连,2017/6/29 22:41,别克,凯越,百姓,,,
盐城,2017/6/29 22:39,别克,凯越,二手车之家,,,
上海,2017/6/29 22:38,别克,凯越,二手车之家,,,
嘉兴,2017/6/29 22:31,别克,凯越HRV,二手车之家,,,
常德,2017/6/29 22:31,别克,凯越,二手车之家,,,
西安,2017/6/29 22:30,别克,凯越,二手车之家,,,
商洛,2017/6/29 22:30,别克,凯越,二手车之家,,,
西安,2017/6/29 22:27,别克,凯越,二手车之家,,,
重庆,2017/6/29 22:14,别克,凯越,华夏二手车,,,
无锡,2017/6/29 22:13,别克,凯越,二手车之家,,,
珠海,2017/6/29 22:08,别克,凯越,华夏二手车,,,
吉林,2017/6/29 22:03,别克,凯越HRV,百姓,,,
广州,2017/6/29 21:58,别克,凯越,淘车,广州市浩程汽车贸易有限公司,网络媒体,3
杭州,2017/6/29 21:53,别克,凯越,华夏二手车,,,
兰州,2017/6/29 21:51,别克,凯越,二手车之家,,,
商洛,2017/6/29 21:49,别克,凯越,二手车之家,,,
重庆,2017/6/29 21:40,别克,凯越,二手车之家,,,
唐山,2017/6/29 21:38,别克,凯越,百姓,,,
沛县,2017/6/29 21:35,别克,凯越,百姓,,,
泰州,2017/6/29 21:33,别克,凯越,淘车,江苏淘车乐泰州公司,网络媒体,2
广州,2017/6/29 21:24,别克,凯越,淘车,广州市浩程汽车贸易有限公司,网络媒体,3
上海,2017/6/29 21:21,别克,凯越,二手车之家,,,
常州,2017/6/29 21:19,别克,凯越旅行车,二手车之家,,,
焦作,2017/6/29 21:17,别克,凯越,百姓,,,
莆田,2017/6/29 21:16,别克,凯越,二手车之家,,,
南通,2017/6/29 21:15,别克,凯越,淘车,看车网（南通）,看车网,2
苏州,2017/6/29 21:12,别克,凯越,淘车,,,
丹东,2017/6/29 21:06,别克,凯越,百姓,,,
福州,2017/6/29 21:00,别克,凯越,273,,,
佛山,2017/6/29 20:57,别克,凯越,二手车之家,,,
景德镇,2017/6/29 20:57,别克,凯越,淘车,,,
南通,2017/6/29 20:54,别克,凯越,淘车,人人车（南通）,人人车网,2
西安,2017/6/29 20:51,别克,凯越,二手车之家,,,
武汉,2017/6/29 20:50,别克,凯越,淘车,,,
杭州,2017/6/29 20:36,别克,凯越,淘车,杭州同清旧机动车经纪有限公司,网络媒体,3
温州,2017/6/29 20:24,别克,凯越,淘车,,,
大连,2017/6/29 20:21,别克,凯越,二手车之家,,,
滕州,2017/6/29 20:19,别克,凯越,百姓,,,
天水,2017/6/29 20:10,别克,凯越,二手车之家,,,
福州,2017/6/29 20:00,别克,凯越,273,,,
沈阳,2017/6/29 19:54,别克,凯越,百姓,,,
武汉,2017/6/29 19:46,别克,凯越,淘车,人人车（武汉）,人人车网,2
武汉,2017/6/29 19:44,别克,凯越,淘车,,,
锦州,2017/6/29 19:41,别克,凯越,百姓,,,
嘉兴,2017/6/29 19:39,别克,凯越,二手车之家,,,
通化,2017/6/29 19:36,别克,凯越,百姓,,,
娄底,2017/6/29 19:35,别克,凯越,百姓,,,
南平,2017/6/29 19:25,别克,凯越,百姓,,,
邵武,2017/6/29 19:25,别克,凯越,百姓,,,
北京,2017/6/29 19:20,别克,凯越,百姓,,,
长沙,2017/6/29 19:16,别克,凯越,二手车之家,,,
武汉,2017/6/29 19:14,别克,凯越,淘车,,,
苏州,2017/6/29 19:14,别克,凯越,二手车之家,,,
娄底,2017/6/29 19:14,别克,凯越,百姓,,,
佳木斯,2017/6/29 19:13,别克,凯越,百姓,,,
武汉,2017/6/29 19:08,别克,凯越,淘车,,,
哈尔滨,2017/6/29 19:06,别克,凯越,二手车之家,,,
鹤壁,2017/6/29 18:58,别克,凯越,大搜车,,,
武汉,2017/6/29 18:55,别克,凯越,淘车,,,
梧州,2017/6/29 18:54,别克,凯越,百姓,,,
南宁,2017/6/29 18:50,别克,凯越HRV,百姓,,,
武汉,2017/6/29 18:49,别克,凯越,淘车,,,
大连,2017/6/29 18:48,别克,凯越,淘车,,,
兰州,2017/6/29 18:47,别克,凯越,淘车,,,
银川,2017/6/29 18:44,别克,凯越,二手车之家,,,
武汉,2017/6/29 18:42,别克,凯越,淘车,,,
上海,2017/6/29 18:41,别克,凯越,二手车之家,,,
亳州,2017/6/29 18:41,别克,凯越,华夏二手车,,,
蚌埠,2017/6/29 18:39,别克,凯越,大搜车,,,
兰州,2017/6/29 18:33,别克,凯越,淘车,,,
厦门,2017/6/29 18:33,别克,凯越,百姓,,,
乌鲁木齐,2017/6/29 18:32,别克,凯越,淘车,,,
武汉,2017/6/29 18:32,别克,凯越,华夏二手车,,,
金华,2017/6/29 18:31,别克,凯越,华夏二手车,,,
武汉,2017/6/29 18:24,别克,凯越,淘车,,,
武汉,2017/6/29 18:22,别克,凯越,淘车,,,
苏州,2017/6/29 18:21,别克,凯越,二手车之家,,,
济南,2017/6/29 18:16,别克,凯越,大搜车,,,
武汉,2017/6/29 18:11,别克,凯越,淘车,,,
合肥,2017/6/29 18:07,别克,凯越,百姓,,,
武汉,2017/6/29 18:07,别克,凯越,淘车,,,
济南,2017/6/29 18:03,别克,凯越,二手车之家,,,
武汉,2017/6/29 18:00,别克,凯越,淘车,,,
抚顺,2017/6/29 18:00,别克,凯越,百姓,,,
宁阳,2017/6/29 17:59,别克,凯越,百姓,,,
泰安,2017/6/29 17:59,别克,凯越,百姓,,,
武汉,2017/6/29 17:55,别克,凯越,淘车,,,
泰州,2017/6/29 17:55,别克,凯越,大搜车,,,
厦门,2017/6/29 17:54,别克,凯越,百姓,,,
南京,2017/6/29 17:53,别克,凯越,百姓,,,
临沂,2017/6/29 17:52,别克,凯越,二手车之家,,,
电白,2017/6/29 17:51,别克,凯越,百姓,,,
上海,2017/6/29 17:51,别克,凯越,百姓,,,
茂名,2017/6/29 17:51,别克,凯越,百姓,,,
杭州,2017/6/29 17:50,别克,凯越,淘车,,,
鹤壁,2017/6/29 17:50,别克,凯越,百姓,鹤壁龙兴旧机动车销售有限公司,网络媒体,3
南阳,2017/6/29 17:49,别克,凯越,大搜车,,,
南京,2017/6/29 17:49,别克,凯越,百姓,,,
高淳,2017/6/29 17:49,别克,凯越,百姓,,,
潍坊,2017/6/29 17:46,别克,凯越,百姓,,,
临沂,2017/6/29 17:43,别克,凯越,淘车,看车网（临沂）,看车网,2
徐州,2017/6/29 17:42,别克,凯越,二手车之家,,,
铁岭,2017/6/29 17:41,别克,凯越HRV,百姓,,,
莱芜,2017/6/29 17:38,别克,凯越,百姓,,,
湖州,2017/6/29 17:35,别克,凯越,华夏二手车,,,
长沙,2017/6/29 17:34,别克,凯越,淘车,,,
乌鲁木齐,2017/6/29 17:34,别克,凯越,二手车之家,,,
金华,2017/6/29 17:33,别克,凯越旅行车,华夏二手车,,,
合肥,2017/6/29 17:28,别克,凯越,华夏二手车,,,
崇左,2017/6/29 17:27,别克,凯越HRV,百姓,,,
泰州,2017/6/29 17:26,别克,凯越,华夏二手车,泰州市永通汽车销售服务有限公司,网络媒体,3
烟台,2017/6/29 17:23,别克,凯越,大搜车,,,
宁波,2017/6/29 17:10,别克,凯越,百姓,,,
武汉,2017/6/29 17:08,别克,凯越,淘车,,,
天津,2017/6/29 17:05,别克,凯越HRV,大搜车,,,
日照,2017/6/29 17:04,别克,凯越,百姓,,,
长治,2017/6/29 17:00,别克,凯越,百姓,,,
大连,2017/6/29 16:59,别克,凯越,淘车,,,
珠海,2017/6/29 16:57,别克,凯越,华夏二手车,,,
泉州,2017/6/29 16:55,别克,凯越,二手车之家,,,
青岛,2017/6/29 16:55,别克,凯越,二手车之家,,,
来宾,2017/6/29 16:55,别克,凯越HRV,百姓,,,
常州,2017/6/29 16:54,别克,凯越,华夏二手车,,,
西安,2017/6/29 16:54,别克,凯越HRV,大搜车,,,
湛江,2017/6/29 16:54,别克,凯越HRV,百姓,,,
茂名,2017/6/29 16:53,别克,凯越HRV,百姓,,,
番禺,2017/6/29 16:50,别克,凯越HRV,百姓,,,
南宁,2017/6/29 16:47,别克,凯越,百姓,,,
义乌,2017/6/29 16:46,别克,凯越,百姓,,,
宁波,2017/6/29 16:39,别克,凯越,大搜车,,,
苏州,2017/6/29 16:33,别克,凯越,二手车之家,,,
乌鲁木齐,2017/6/29 16:32,别克,凯越,淘车,,,
石家庄,2017/6/29 16:31,别克,凯越,百姓,,,
武汉,2017/6/29 16:30,别克,凯越,百姓,,,
常州,2017/6/29 16:28,别克,凯越,淘车,,,
成都,2017/6/29 16:27,别克,凯越,二手车之家,,,
兰州,2017/6/29 16:25,别克,凯越,淘车,,,
湖州,2017/6/29 16:20,别克,凯越,华夏二手车,,,
芜湖,2017/6/29 16:18,别克,凯越,百姓,,,
合肥,2017/6/29 16:16,别克,凯越,大搜车,,,
洛阳,2017/6/29 16:12,别克,凯越,二手车之家,,,
乌兰察布,2017/6/29 16:04,别克,凯越,淘车,,,
天津,2017/6/29 16:01,别克,凯越旅行车,百姓,,,
临沂,2017/6/29 16:00,别克,凯越,百姓,,,
长沙,2017/6/29 15:58,别克,凯越,二手车之家,,,
金华,2017/6/29 15:56,别克,凯越,二手车之家,,,
乌鲁木齐,2017/6/29 15:52,别克,凯越,二手车之家,,,
石家庄,2017/6/29 15:51,别克,凯越,273,,,
上海,2017/6/29 15:49,别克,凯越,百姓,,,
广州,2017/6/29 15:43,别克,凯越,二手车之家,,,
贵阳,2017/6/29 15:41,别克,凯越,二手车之家,,,
四平,2017/6/29 15:37,别克,凯越,淘车,,,
青岛,2017/6/29 15:32,别克,凯越,淘车,人人车（青岛）,人人车网,2
大连,2017/6/29 15:30,别克,凯越,二手车之家,,,
焦作,2017/6/29 15:29,别克,凯越,百姓,,,
厦门,2017/6/29 15:26,别克,凯越,百姓,,,
乌鲁木齐,2017/6/29 15:15,别克,凯越,大搜车,,,
济南,2017/6/29 15:14,别克,凯越,百姓,,,
绵阳,2017/6/29 15:11,别克,凯越,淘车,,,
北京,2017/6/29 15:00,别克,凯越,二手车之家,,,
襄阳,2017/6/29 14:58,别克,凯越,二手车之家,,,
嘉善,2017/6/29 14:55,别克,凯越,百姓,,,
济南,2017/6/29 14:54,别克,凯越,淘车,,,
晋江,2017/6/29 14:54,别克,凯越,百姓,,,
滕州,2017/6/29 14:52,别克,凯越,百姓,,,
嘉兴,2017/6/29 14:45,别克,凯越,百姓,,,
宁波,2017/6/29 14:41,别克,凯越,大搜车,,,
长沙,2017/6/29 14:38,别克,凯越,百姓,,,
青岛,2017/6/29 14:36,别克,凯越,华夏二手车,,,
青岛,2017/6/29 14:33,别克,凯越,淘车,,,
韶关,2017/6/29 14:33,别克,凯越,华夏二手车,,,
乌兰察布,2017/6/29 14:32,别克,凯越,淘车,,,
石狮,2017/6/29 14:32,别克,凯越,百姓,,,
大连,2017/6/29 14:30,别克,凯越,百姓,,,
常州,2017/6/29 14:28,别克,凯越旅行车,二手车之家,,,
资阳,2017/6/29 14:26,别克,凯越,华夏二手车,,,
临沂,2017/6/29 14:25,别克,凯越,百姓,,,
长沙,2017/6/29 14:19,别克,凯越,淘车,,,
南昌,2017/6/29 14:16,别克,凯越,淘车,看车网（南昌）,看车网,2
东莞,2017/6/29 14:14,别克,凯越,淘车,,,
贵阳,2017/6/29 14:13,别克,凯越,百姓,,,
绍兴,2017/6/29 14:12,别克,凯越,百姓,,,
绍兴县,2017/6/29 14:12,别克,凯越,百姓,,,
合肥,2017/6/29 14:05,别克,凯越,百姓,,,
宁波,2017/6/29 14:04,别克,凯越,淘车,,,
柳州,2017/6/29 14:04,别克,凯越,二手车之家,,,
金华,2017/6/29 14:02,别克,凯越,二手车之家,,,
沈阳,2017/6/29 13:55,别克,凯越,淘车,人人车（沈阳）,人人车网,2
葫芦岛,2017/6/29 13:54,别克,凯越,百姓,,,
杭州,2017/6/29 13:53,别克,凯越,二手车之家,,,
玉溪,2017/6/29 13:53,别克,凯越,二手车之家,,,
衢州,2017/6/29 13:52,别克,凯越,华夏二手车,,,
大连,2017/6/29 13:51,别克,凯越,二手车之家,,,
宁波,2017/6/29 13:44,别克,凯越,百姓,,,
宁波,2017/6/29 13:43,别克,凯越,百姓,,,
东莞,2017/6/29 13:36,别克,凯越HRV,淘车,看车网（东莞）,看车网,2
青岛,2017/6/29 13:29,别克,凯越,淘车,,,
东莞,2017/6/29 13:28,别克,凯越HRV,淘车,看车网（东莞）,看车网,2
青岛,2017/6/29 13:24,别克,凯越,淘车,,,
合肥,2017/6/29 13:24,别克,凯越,二手车之家,,,
南京,2017/6/29 13:17,别克,凯越,二手车之家,,,
苏州,2017/6/29 13:17,别克,凯越,百姓,,,
东莞,2017/6/29 13:15,别克,凯越,淘车,,,
扬州,2017/6/29 13:14,别克,凯越,淘车,江苏淘车乐扬州公司,网络媒体,2
东莞,2017/6/29 13:14,别克,凯越,百姓,,,
长春,2017/6/29 13:08,别克,凯越,淘车,,,
南昌,2017/6/29 13:08,别克,凯越,百姓,,,
西安,2017/6/29 13:01,别克,凯越,淘车,,,
西安,2017/6/29 13:01,别克,凯越,淘车,,,
厦门,2017/6/29 12:59,别克,凯越,百姓,,,
北京,2017/6/29 12:58,别克,凯越,大搜车,,,
淄博,2017/6/29 12:56,别克,凯越旅行车,百姓,,,
石家庄,2017/6/29 12:54,别克,凯越,二手车之家,,,
武汉,2017/6/29 12:54,别克,凯越旅行车,百姓,,,
绵阳,2017/6/29 12:44,别克,凯越,百姓,,,
溧阳,2017/6/29 12:43,别克,凯越,百姓,,,
南充,2017/6/29 12:35,别克,凯越,淘车,,,
眉山,2017/6/29 12:34,别克,凯越,淘车,,,
长沙,2017/6/29 12:31,别克,凯越,淘车,人人车（长沙）,人人车网,2
